node_1|node_1_type|node_2|node_2_type|edge|chunk_id
adderall xr|documents|symptoms with just one dose|condition|can help manage symptoms with|aa5131af41ae4fd58d7a0445378e9765
vyvanse|documents|morning|concept|is taken once a day in|aa5131af41ae4fd58d7a0445378e9765
doses|concept|mydayis|product|contains different doses|cefb7732dc154314b2cdbf71c6b529fc
doses|concept|dyanavel xr|product|includes various dose options|cefb7732dc154314b2cdbf71c6b529fc
mydayis|product|adzenys xr -odt|product|both provide extended symptom control|cefb7732dc154314b2cdbf71c6b529fc
dexedrine spansule|product|mydayis|product|similar in terms of providing extended symptom control|cefb7732dc154314b2cdbf71c6b529fc
tips for using amphetamine-based medications|concept|dexedrine spansule|product|advice on how to use amphetamine-based medications|cefb7732dc154314b2cdbf71c6b529fc
form|concept|adzenys xr -odt|product|available in orally disintegrating tablets (orange flavor)|cefb7732dc154314b2cdbf71c6b529fc
doses|concept|adzenys xr -odt|product|offers various dose options|cefb7732dc154314b2cdbf71c6b529fc
usage|concept|mydayis|product|taken once a day in the morning|cefb7732dc154314b2cdbf71c6b529fc
amphetamine|medication|side effects|condition|amphetamine causes side effects|f20dee64760d4d8b813b3826d91f034c
stimulant medications|medication|non-stimulant medications|medication|stimulant medications are different from non-stimulant medications|f20dee64760d4d8b813b3826d91f034c
strattera (atomoxetine)|medication|non-stimulant medications|medication|Strattera is a type of non-stimulant medication|f20dee64760d4d8b813b3826d91f034c
intuniv (guanfacine)|medication|non-stimulant medications|medication|Intuniv is a type of non-stimulant medication|f20dee64760d4d8b813b3826d91f034c
norepinephrine|chemical|strattera (atomoxetine)|medication|Strattera increases the levels of norepinephrine|f20dee64760d4d8b813b3826d91f034c
adhd|condition|stimulant medications|medication|stimulant medications are used to treat ADHD|f20dee64760d4d8b813b3826d91f034c
children and adolescents|entity|intuniv|documents|Children and Adolescents use Intuniv|48631afec97a4ba19ce18373eb1d7f4b
intuniv|documents|brain|concept|Intuniv works by affecting receptors in the brain that help regulate attention and impulse control|48631afec97a4ba19ce18373eb1d7f4b
kapvay|documents|brain|concept|Kapvay works by stimulating receptors in the brain to reduce hyperactivity and improve attention|48631afec97a4ba19ce18373eb1d7f4b
qelbree|documents|brain|concept|Qelbree helps manage ADHD symptoms by modulating the levels of certain neurotransmitters in the brain|48631afec97a4ba19ce18373eb1d7f4b
children and adolescents|entity|kapvay|documents|Children and Adolescents use Kapvay|48631afec97a4ba19ce18373eb1d7f4b
qelbree|documents|children (6 -11 years)|entity|Children (6 -11 years) use Qelbree|48631afec97a4ba19ce18373eb1d7f4b
qelbree|documents|adolescents (12 -17 years)|entity|Adolescents (12 -17 years) use Qelbree|48631afec97a4ba19ce18373eb1d7f4b
qelbree|documents|adults|entity|Adults use Qelbree|48631afec97a4ba19ce18373eb1d7f4b
qelbree|concept|adhd symptoms|condition|helps manage|8080c27bab024aecb2c80da434daca58
neurotransmitters|documents|brain|location|modulate levels in|8080c27bab024aecb2c80da434daca58
adhd medications|concept|side effects|condition|can cause|8080c27bab024aecb2c80da434daca58
medication|documents|child|person|effective and well-tolerated by|8080c27bab024aecb2c80da434daca58
loss of appetite (anorexia)|condition|weight loss|condition|related to|8080c27bab024aecb2c80da434daca58
child|entity|weight|concept|Regularly check your child's weight to ensure they are on a normal growth curve.|b01c671553d84818b81c0a748702fe5f
child|entity|meal timing|concept|Give the medication with meals to reduce its impact on appetite.|b01c671553d84818b81c0a748702fe5f
child|entity|medication|documents|Administer stimulants earlier in the day to minimize sleep disruption.|b01c671553d84818b81c0a748702fe5f
child|entity|sleep habits|concept|Encourage a consistent sleep schedule, limit caffeine, and reduce screen time before bed.|b01c671553d84818b81c0a748702fe5f
medication|documents|melatonin|concept|Discuss with your healthcare provider the possibility of using melatonin, low-dose clonidine, guanfacine, or mirtazapine at bedtime to aid sleep.|b01c671553d84818b81c0a748702fe5f
medication|documents|clonidine|concept|Discuss with your healthcare provider the possibility of using melatonin, low-dose clonidine, guanfacine, or mirtazapine at bedtime to aid sleep.|b01c671553d84818b81c0a748702fe5f
medication|documents|guanfacine|concept|Discuss with your healthcare provider the possibility of using melatonin, low-dose clonidine, guanfacine, or mirtazapine at bedtime to aid sleep.|b01c671553d84818b81c0a748702fe5f
medication|documents|mirtazapine|concept|Discuss with your healthcare provider the possibility of using melatonin, low-dose clonidine, guanfacine, or mirtazapine at bedtime to aid sleep.|b01c671553d84818b81c0a748702fe5f
medication|documents|blood pressure|concept|Check these regularly, especially if dizziness persists.|b01c671553d84818b81c0a748702fe5f
medication|documents|heart rate|concept|Check these regularly, especially if dizziness persists.|b01c671553d84818b81c0a748702fe5f
dizziness|condition|hydration|service|Hydration can help alleviate dizziness|44c4b88ee47d4c90bbf1299aabc79d76
snacks|"documents|concept"|dizziness|condition|Consuming snacks may help reduce dizziness|44c4b88ee47d4c90bbf1299aabc79d76
extended-release form|"documents|concept"|medication|service|Using an extended-release form of medication can provide a stable release|44c4b88ee47d4c90bbf1299aabc79d76
irritability|condition|moodiness|condition|Irritability and moodiness are related side effects of medication|44c4b88ee47d4c90bbf1299aabc79d76
medication form adjustment|service|medication|service|Adjusting the medication form may help manage its side effects|44c4b88ee47d4c90bbf1299aabc79d76
irritability|condition|medication|concept|The irritability could be related to the medication.|c1d78a0ef02d47b399339866b71bbc1b
medication|concept|mood disorder|condition|Changing the medication type or form might help if there's an underlying mood disorder.|c1d78a0ef02d47b399339866b71bbc1b
growth problems|concept|medication|concept|Stimulant medications can slightly impact a child's growth in height and weight.|c1d78a0ef02d47b399339866b71bbc1b
heart symptoms|condition|medication|concept|Symptoms like heart pounding, dizziness, nearly fainting, or chest pain are serious but rare and could be related to the medication.|c1d78a0ef02d47b399339866b71bbc1b
headaches|condition|medication|concept|Headaches can happen, particularly soon after taking the medication.|c1d78a0ef02d47b399339866b71bbc1b
stomachaches|condition|medication|concept|Stomachaches can be a common side effect of the medication.|c1d78a0ef02d47b399339866b71bbc1b
timing with meals|concept|medication|documents|Give the medication with or after breakfast|8c4790e91b6a4c3ba9f5ad9737e528f0
antacids|documents|stomach discomfort|condition|Use to alleviate stomach discomfort|8c4790e91b6a4c3ba9f5ad9737e528f0
zom bie effect|concept|medication|documents|Side effect of medication|8c4790e91b6a4c3ba9f5ad9737e528f0
children|person|become unusually quiet or appear over-focused|condition| exhibit the 'zombie' effect due to ADHD medication|cbb8fe14ad5a4afc8d070a764968782c
children|person|monitor for changes in behavior and report to the healthcare provider|service|require observation for behavioral changes due to ADHD medication|cbb8fe14ad5a4afc8d070a764968782c
stimulants|medication|motor or vocal tics|condition|can cause or worsen in children due to ADHD medication|cbb8fe14ad5a4afc8d070a764968782c
stimulants|medication|monitor your child closely for new or worsening tics|service|require monitoring for tics due to ADHD medication|cbb8fe14ad5a4afc8d070a764968782c
stimulants|medication|discuss with the healthcare provider about adjusting or switching medications if tics become problematic|service|require medication adjustment due to worsening tics in children|cbb8fe14ad5a4afc8d070a764968782c
children|person|loss of appetite (anorexia), weight loss|condition|may experience reduced appetite and weight loss due to ADHD medication|cbb8fe14ad5a4afc8d070a764968782c
children|person|regularly check your child's weight to ensure they are growing normally|service|require monitoring of weight due to reduced appetite in children|cbb8fe14ad5a4afc8d070a764968782c
children|person|administer the stimulant with meals to lessen its impact on appetite|service|require meal timing due to reduced appetite in children|cbb8fe14ad5a4afc8d070a764968782c
children|person|offer high-calorie snacks such as instant breakfast drinks|documents|require calorie-enhanced snacks due to reduced appetite in children|cbb8fe14ad5a4afc8d070a764968782c
instant breakfast drinks|documents|evening|condition|are offered in|9b35dd48cf4a4529815a36145002c3e6
frozen yogurt|documents|evening|condition|are offered in|9b35dd48cf4a4529815a36145002c3e6
cereals|documents|evening|condition|are offered in|9b35dd48cf4a4529815a36145002c3e6
good sleep habits|concept|consistent sleep schedule|concept|encourage|9b35dd48cf4a4529815a36145002c3e6
good sleep habits|concept|avoid caffeine|concept|encourage|9b35dd48cf4a4529815a36145002c3e6
good sleep habits|concept|limit naps to less than 45 minutes|concept|encourage|9b35dd48cf4a4529815a36145002c3e6
good sleep habits|concept|reduce screen time before bed|concept|encourage|9b35dd48cf4a4529815a36145002c3e6
timing of medication|concept|medication adjustments|concept|Timing of medication and medication adjustments are related as they both discuss strategies for minimizing the impact of stimulant medications on a child's sleep.|8e8e68bb051848bf9e8c0c23d3302230
supplemental medications|concept|dizziness|condition|Supplemental medications and dizziness are related as they both discuss potential side effects of medication, with supplemental medications providing a possible solution to mitigate the symptoms of dizziness.|8e8e68bb051848bf9e8c0c23d3302230
medication form adjustment|concept|dizziness|condition|Medication form adjustment and dizziness are related as they both discuss strategies for managing dizziness, with medication form adjustment being a possible solution to stabilize the release of medication.|8e8e68bb051848bf9e8c0c23d3302230
growth problems|concept|medication adjustments|concept|Growth problems and medication adjustments are related as they both discuss potential side effects of stimulant medications, with growth problems being a possible consequence of long-term use.|8e8e68bb051848bf9e8c0c23d3302230
supplemental medications|concept|more irritability or moodiness when taking medication|condition|Supplemental medications and more irritability or moodiness when taking medication are related as they both discuss potential side effects of medication, with supplemental medications providing a possible solution to mitigate the symptoms of increased irritability.|8e8e68bb051848bf9e8c0c23d3302230
more irritability or moodiness when taking medication|condition|medication adjustment|concept|More irritability or moodiness when taking medication and medication adjustment are related as they both discuss strategies for managing the side effect of increased irritability, with medication adjustment being a possible solution to change the preparation or type of medication.|8e8e68bb051848bf9e8c0c23d3302230
growth problems|concept|medication adjustments|concept|Growth problems and medication adjustments are related as they both discuss potential side effects of stimulant medications, with growth problems being a possible consequence of long-term use.|8e8e68bb051848bf9e8c0c23d3302230
