source,target,edge,edge_type,value,color
adhd-related cost study,adhd-related costs,exists is same context,contextual proximity,4,#808080
adhd-related cost study,seven european studies,"A systematic review of seven European studies of hundreds of thousands of participants estimated total ADHD-related costs in the Netherlands as €9,860 to €14,483 per patient per year, with annual national costs more than €1 billion (Le et al., 2014).",relation,4,#22dd22
adhd-related costs,adhd-related cost study,exists is same context,contextual proximity,4,#808080
adhd-related costs,annual national costs,exists is same context,contextual proximity,4,#808080
adhd-related costs,families,"The effects have a substantial economic cost to families and society.,exists is same context",relation,8,#22dd22
adhd-related costs,individual patients,"The effects have a substantial economic cost to individual patients.,exists is same context",relation,8,#22dd22
adhd-related costs,seven european studies,exists is same context,contextual proximity,4,#808080
adhd-related costs,society,"The effects have a substantial economic cost to individual patients, families, and society.,exists is same context",relation,8,#22dd22
adhd-related costs,€1 billion,exists is same context,contextual proximity,4,#808080
adhd-related costs,"€9,860 to €14,483 per patient per year","Estimated total ADHD-related costs in the Netherlands as €9,860 to €14,483 per patient per year.,exists is same context",relation,8,#22dd22
adhd-related hospital admissions,adhd,exists is same context,contextual proximity,6,#808080
adhd-related phenotypes,gwas catalog,have prior associations with,relation,4,#22dd22
adhd-specific problems in daily life,drug treatment,exists is same context,contextual proximity,5,#808080
adhdevidence.org,prof. faraone,exists is same context,contextual proximity,11,#808080
adhdinadults.com,prof. faraone,exists is same context,contextual proximity,11,#808080
adherence,adhd,exists is same context,contextual proximity,12,#808080
adherence,atx,exists is same context,contextual proximity,4,#808080
adherence,dex,exists is same context,contextual proximity,3,#808080
adherence,dose,exists is same context,contextual proximity,4,#808080
adherence,drug treatment,exists is same context,contextual proximity,4,#808080
adherence,non-responders,exists is same context,contextual proximity,2,#808080
adherence,non-stimulants,exists is same context,contextual proximity,3,#808080
adherence,patient,exists is same context,contextual proximity,2,#808080
adherence,responders,exists is same context,contextual proximity,2,#808080
adherence,stimulants,exists is same context,contextual proximity,3,#808080
adjunctive psychotherapy,cognitive behavior therapy,We augment a suboptimal response to medication with cognitive-behavioral therapy (CBT),relation,4,#22dd22
adjunctive psychotherapy,comorbid condition,exists is same context,contextual proximity,2,#808080
adjunctive psychotherapy,initial treatment,exists is same context,contextual proximity,3,#808080
adjunctive psychotherapy,initial treatment with medication alone,we suggest augmentation with CBT,relation,4,#22dd22
adjunctive psychotherapy,suboptimal response,exists is same context,contextual proximity,2,#808080
adjust the timing of the dose,excessive tiredness,exists is same context,contextual proximity,4,#808080
adjust the timing of the dose,headache,exists is same context,contextual proximity,2,#808080
adjust the timing of the dose,insomnia,exists is same context,contextual proximity,2,#808080
adjust the timing of the dose,"stomachaches, nausea",exists is same context,contextual proximity,2,#808080
adjusted odds ratio,cardiovascular disease diagnosis,exists is same context,contextual proximity,3,#808080
adjusted odds ratio,adhd medication,exists is same context,contextual proximity,2,#808080
adjust the timing of the dose,drowsiness,exists is same context,contextual proximity,2,#808080
adjust the timing of the dose,trouble sleeping,exists is same context,contextual proximity,2,#808080
adjusting the dose or timing may help,excessive tiredness,exists is same context,contextual proximity,4,#808080
adjusting the dose or timing may help,headache,exists is same context,contextual proximity,2,#808080
adjusting the dose or timing may help,insomnia,exists is same context,contextual proximity,2,#808080
adjusting the dose or timing may help,"stomachaches, nausea",exists is same context,contextual proximity,2,#808080
adjustment,drug treatment,exists is same context,contextual proximity,2,#808080
adjustment,vocational activities,is particularly for,relation,4,#22dd22
administer the stimulant with meals to lessen its impact on appetite,adolescence,exists is same context,contextual proximity,6,#808080
administer the stimulant with meals to lessen its impact on appetite,stimulants,exists is same context,contextual proximity,3,#808080
administration of stimulants in conjunction with alcohol use,adhd medication,exists is same context,contextual proximity,2,#808080
administration of stimulants in conjunction with alcohol use,potential risks,has documented potential risks beyond additive behavioral effects,relation,4,#22dd22
administration of stimulants in conjunction with alcohol use,tcas,exists is same context,contextual proximity,6,#808080
adolescence,adhd,"continue to experience symptoms and impairments into adolescence and young adulthood,exists is same context",relation,12,#22dd22
adolescence,thorough evaluation,exists is same context,contextual proximity,2,#808080
adolescence,academic outcomes,exists is same context,contextual proximity,4,#808080
adolescence,adhd,"not found structural brain differences,exists is same context",relation,15,#22dd22
adolescence,adhd symptoms,exists is same context,contextual proximity,2,#808080
adolescence,adhd traits,exists is same context,contextual proximity,4,#808080
adolescence,adult,exists is same context,contextual proximity,3,#808080
adolescence,adverse medical outcomes,exists is same context,contextual proximity,2,#808080
adolescence,amp abuse,"Data from poison control centers show a significantly greater risk of adverse medical outcomes among adults and adolescents abusing AMP versus non-ab users of AMP.,exists is same context",relation,6,#22dd22
adolescence,behavior therapy,exists is same context,contextual proximity,4,#808080
adolescence,cbt,exists is same context,contextual proximity,4,#808080
adolescence,adolescence,exists is same context,contextual proximity,7,#808080
adolescence,clinically significant effects,exists is same context,contextual proximity,2,#808080
adolescence,clinician,exists is same context,contextual proximity,2,#808080
adolescence,college graduation,exists is same context,contextual proximity,2,#808080
adolescence,adult,exists is same context,contextual proximity,2,#808080
adolescence,diagnoses,exists is same context,contextual proximity,2,#808080
adolescence,direct skills training,exists is same context,contextual proximity,10,#808080
adolescence,disruptive behavior disorders,exists is same context,contextual proximity,4,#808080
adolescence,emotion processing,exists is same context,contextual proximity,2,#808080
adolescence,executive function,exists is same context,contextual proximity,4,#808080
adolescence,exposures,exists is same context,contextual proximity,2,#808080
adolescence,helping the noncompliant child,exists is same context,contextual proximity,2,#808080
adolescence,homework organization,exists is same context,contextual proximity,2,#808080
adolescence,incredible years parenting program,exists is same context,contextual proximity,2,#808080
adolescence,intravenous abusers,exists is same context,contextual proximity,2,#808080
adolescence,intravenous,exists is same context,contextual proximity,2,#808080
adolescence,longitudinal study,exists is same context,contextual proximity,2,#808080
adolescence,male-to-female sex ratio of adhd,exists is same context,contextual proximity,2,#808080
adolescence,nasal abusers,exists is same context,contextual proximity,2,#808080
adolescence,new forest parenting program,exists is same context,contextual proximity,2,#808080
adolescence,nmu,exists is same context,contextual proximity,3,#808080
adolescence,nmu of amp,exists is same context,contextual proximity,2,#808080
adolescence,nmu of stimulants,exists is same context,contextual proximity,2,#808080
adolescence,parent-child interaction therapy,exists is same context,contextual proximity,2,#808080
adolescence,parent,exists is same context,contextual proximity,2,#808080
adolescence,poison control calls,exists is same context,contextual proximity,2,#808080
