source,target,edge,edge_type,value,color
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","division of psychiatry and applied psychology, school of medicine university of nottingham",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","donders institute for brain, cognition and behaviour",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","donders institute for brain, cognition and behaviour (dibccb)",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",faculty of medicine and university hospital cologne,"Part of,exists is same context",relation,6,#22dd22
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",germany,exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","institute of mental health, university of nottingham",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",international collaboration on adhd and substance abuse (icasa),exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",ireland,exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","national centre for register-based research, aarhus university",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",nihr mindtech mental health medtech cooperative & centre for adhd and neurodevelopmental disorders across the lifespan (candal),exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",nijmegen,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","nijmegen, the netherlands",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","professional board, adhd europe",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",radboud university medical centre,exists is same context,contextual proximity,8,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","the lundbeck foundation initiative for integrative psychiatric research, ipsych",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","trinity college, dublin, ireland",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",universitair ziekenhuis brussel (uz brussel),exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",university cologne,"Part of,exists is same context",relation,8,#22dd22
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)",vrije universiteit brussel (vub),exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","zentrales-adhs netz, germany",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, school of child and adolescent cognitive behavior therapy (akip)","zentrales-adhs-netz, germany",exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",adhd,exists is same context,contextual proximity,8,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg","baltimore, md, usa",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",course,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg","department of child and adolescent psychiatry and psychotherapy, university hospital of psychiatry zurich",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",diagnosis,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",italy,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",johns hopkins university school of public health,exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",midwest research group,exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",outcome,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg","st charles, mo, usa",exists is same context,contextual proximity,4,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",torino,exists is same context,contextual proximity,2,#808080
"department of child and adolescent psychiatry, psychosomatics and psychotherapy, university hospital wuerzburg",treatment,exists is same context,contextual proximity,2,#808080
